Accession ID	Collection date	Submission date	Location
EPI_ISL_17456090	2015-07-15	2018-10-29	South America / Brazil / Amazonas
EPI_ISL_17456091	2017-03-17	2018-10-29	South America / Brazil / Roraima
EPI_ISL_17456092	2015-07-15	2018-10-29	South America / Brazil / Amazonas
EPI_ISL_17456093	2017-03-02	2018-10-29	South America / Brazil / Roraima
EPI_ISL_17456094	2016-04-19	2017-03-02	South America / Brazil / Alagoas
EPI_ISL_17456095	2017-03-15	2018-10-29	South America / Brazil / Roraima
EPI_ISL_17456096	2017-03-17	2018-10-29	South America / Brazil / Roraima
EPI_ISL_17456097	2017-03-17	2018-10-29	South America / Brazil / Roraima
EPI_ISL_17456098	2017-02-22	2018-10-29	South America / Brazil / Roraima
EPI_ISL_17456099	2016-04-01	2017-03-02	South America / Brazil / Alagoas
EPI_ISL_17456100	2016-04-14	2017-03-02	South America / Brazil / Alagoas
EPI_ISL_17456101	2016-04-19	2017-03-02	South America / Brazil / Alagoas
EPI_ISL_17456102	2016-04-07	2017-03-02	South America / Brazil / Alagoas
EPI_ISL_17456103	2016-04-16	2017-03-02	South America / Brazil / Alagoas
EPI_ISL_17456104	2017-03-03	2018-10-29	South America / Brazil / Roraima
EPI_ISL_17456105	2016-04-07	2017-03-02	South America / Brazil / Alagoas
EPI_ISL_17456106	2016-04-19	2017-03-02	South America / Brazil / Alagoas
EPI_ISL_17456107	2017-03-20	2018-10-29	South America / Brazil / Amazonas
EPI_ISL_17456108	2017-03-02	2018-10-29	South America / Brazil / Roraima
EPI_ISL_17456109	2017-03-17	2018-10-29	South America / Brazil / Roraima
EPI_ISL_17456110	2016-06-20	2017-03-02	South America / Brazil
EPI_ISL_17456112	2016-04-19	2017-03-02	South America / Brazil / Alagoas
EPI_ISL_17456113	2016-04-15	2017-03-02	South America / Brazil / Alagoas
EPI_ISL_17456114	2016-04-15	2017-03-02	South America / Brazil / Alagoas
EPI_ISL_17456116	2016-01-31	2018-10-29	South America / Brazil / Amazonas
EPI_ISL_17456117	2015-07-15	2018-10-29	South America / Brazil / Amazonas
EPI_ISL_17456118	2016-04-14	2017-03-02	South America / Brazil / Alagoas
EPI_ISL_17456119	2016-04-13	2017-03-02	South America / Brazil / Alagoas
EPI_ISL_17456120	2017-03-05	2018-10-29	South America / Brazil / Roraima
EPI_ISL_17456121	2016-04-07	2017-03-02	South America / Brazil / Alagoas
EPI_ISL_17456122	2016-03-30	2017-03-02	South America / Brazil / Alagoas
EPI_ISL_17456123	2016-04-14	2017-03-02	South America / Brazil / Alagoas
EPI_ISL_17456124	2016-03-30	2017-03-02	South America / Brazil / Alagoas
EPI_ISL_17456125	2016-04-17	2017-03-02	South America / Brazil / Alagoas
EPI_ISL_17456126	2016-04-09	2017-03-02	South America / Brazil / Alagoas
EPI_ISL_17456127	2016-04-17	2017-03-02	South America / Brazil / Alagoas
EPI_ISL_17456128	2017-02-27	2018-10-29	South America / Brazil / Roraima
EPI_ISL_17456129	2016-06-17	2017-03-02	South America / Brazil
EPI_ISL_17456130	2016-04-01	2017-03-02	South America / Brazil / Alagoas
EPI_ISL_17456131	2017-02-20	2018-10-29	South America / Brazil / Roraima
EPI_ISL_17456132	2017-02-27	2018-10-29	South America / Brazil / Roraima
EPI_ISL_17456702	2017-05-16	2019-02-13	South America / Brazil
EPI_ISL_17456704	2017-01-25	2020-05-27	South America / Brazil
EPI_ISL_17456705	2017-01-25	2020-05-27	South America / Brazil
EPI_ISL_17456706	2017-01-24	2020-05-27	South America / Brazil
EPI_ISL_17456709	2017-01-26	2020-05-27	South America / Brazil
EPI_ISL_17456710	2017-01-26	2020-05-27	South America / Brazil
EPI_ISL_17456743	2015-02-25	2021-11-01	South America / Brazil / Amapa
EPI_ISL_17456744	2015-01-09	2021-11-01	South America / Brazil / Amapa
EPI_ISL_17456746	2015-02-03	2021-11-01	South America / Brazil / Amapa
EPI_ISL_17456748	2015-02-20	2021-11-01	South America / Brazil / Amapa
EPI_ISL_17456750	2015-02-24	2021-11-01	South America / Brazil / Amapa
EPI_ISL_17456751	2016-03-11	2021-11-01	South America / Brazil / Amapa
EPI_ISL_17456752	2015-02-03	2021-11-01	South America / Brazil / Amapa
EPI_ISL_17456785	2016-01-14	2019-05-16	South America / Brazil / Rio Grande do Norte
EPI_ISL_17456786	2016-01-13	2019-05-16	South America / Brazil / Rio Grande do Norte
EPI_ISL_17456787	2016-01-14	2019-05-16	South America / Brazil / Rio Grande do Norte
EPI_ISL_17456796	2017-02-23	2022-01-26	South America / Brazil / Tocantins
EPI_ISL_17456798	2017-02-21	2022-01-26	South America / Brazil / Tocantins
EPI_ISL_17456799	2017-02-23	2022-01-26	South America / Brazil / Tocantins
EPI_ISL_17456801	2017-03-08	2022-01-26	South America / Brazil / Tocantins
EPI_ISL_17456802	2017-02-21	2022-01-26	South America / Brazil / Tocantins
EPI_ISL_17456803	2017-02-23	2022-01-26	South America / Brazil / Tocantins
EPI_ISL_17456804	2017-03-24	2022-01-26	South America / Brazil / Tocantins
EPI_ISL_17456805	2017-03-02	2022-01-26	South America / Brazil / Tocantins
EPI_ISL_17456807	2017-02-21	2022-01-26	South America / Brazil / Tocantins
EPI_ISL_17456808	2017-03-01	2022-01-26	South America / Brazil / Tocantins
EPI_ISL_17456809	2017-02-17	2022-01-26	South America / Brazil / Tocantins
EPI_ISL_17456810	2017-02-23	2022-01-26	South America / Brazil / Tocantins
EPI_ISL_17456811	2017-03-20	2022-01-26	South America / Brazil / Tocantins
EPI_ISL_17456813	2017-03-21	2022-01-26	South America / Brazil / Tocantins
EPI_ISL_17456814	2017-03-02	2022-01-26	South America / Brazil / Tocantins
EPI_ISL_17456831	2022-05-26	2022-09-18	South America / Brazil / Tocantins
EPI_ISL_17456832	2022-01-26	2022-05-23	South America / Brazil / Tocantins
EPI_ISL_17456833	2022-02-09	2022-05-24	South America / Brazil / Tocantins
EPI_ISL_17456834	2022-01-26	2022-05-23	South America / Brazil / Tocantins
EPI_ISL_17456835	2022-06-22	2022-09-18	South America / Brazil / Tocantins
EPI_ISL_17456836	2022-02-07	2022-05-24	South America / Brazil / Tocantins
EPI_ISL_17456837	2022-06-24	2022-09-18	South America / Brazil / Tocantins
EPI_ISL_17456838	2022-01-25	2022-05-23	South America / Brazil / Tocantins
EPI_ISL_17456839	2022-05-29	2022-09-18	South America / Brazil / Tocantins
EPI_ISL_17456840	2022-02-07	2022-05-23	South America / Brazil / Tocantins
EPI_ISL_17456841	2022-06-24	2022-09-18	South America / Brazil / Tocantins
EPI_ISL_17456842	2022-06-21	2022-09-18	South America / Brazil / Tocantins
EPI_ISL_17456843	2021-11-18	2022-05-23	South America / Brazil / Tocantins
EPI_ISL_17456844	2022-07-20	2022-09-18	South America / Brazil / Tocantins
EPI_ISL_17456845	2022-05-27	2022-09-18	South America / Brazil / Tocantins
EPI_ISL_17456846	2022-01-24	2022-05-23	South America / Brazil / Tocantins
EPI_ISL_17456847	2021-10-08	2022-05-23	South America / Brazil / Tocantins
EPI_ISL_17456848	2021-07-30	2022-05-23	South America / Brazil / Tocantins
EPI_ISL_17456849	2022-01-31	2022-05-23	South America / Brazil / Tocantins
EPI_ISL_17456850	2021-09-14	2022-05-23	South America / Brazil / Tocantins
EPI_ISL_17456851	2022-07-23	2022-09-18	South America / Brazil / Tocantins
EPI_ISL_17456852	2022-01-21	2022-05-23	South America / Brazil / Tocantins
EPI_ISL_17456853	2022-06-26	2022-09-18	South America / Brazil / Tocantins
EPI_ISL_17456854	2022-01-22	2022-05-23	South America / Brazil / Tocantins
EPI_ISL_17456855	2022-01-31	2022-05-23	South America / Brazil / Tocantins
EPI_ISL_17456856	2022-07-24	2022-09-18	South America / Brazil / Tocantins
EPI_ISL_17456857	2022-07-14	2022-09-18	South America / Brazil / Tocantins
EPI_ISL_17456859	2018-03-28	2018-11-30	South America / Brazil / Rio de Janeiro
EPI_ISL_17456860	2017-04-27	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456861	2018-03-16	2019-09-06	South America / Brazil / Mato Grosso
EPI_ISL_17456862	2018-03-09	2019-09-06	South America / Brazil / Mato Grosso
EPI_ISL_17456863	2018-03-16	2019-09-06	South America / Brazil / Mato Grosso
EPI_ISL_17456864	2018-03-08	2019-09-06	South America / Brazil / Mato Grosso
EPI_ISL_17456865	2017-05-02	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456866	2017-04-28	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456867	2018-03-08	2019-09-06	South America / Brazil / Mato Grosso
EPI_ISL_17456868	2018-03-08	2019-09-06	South America / Brazil / Mato Grosso
EPI_ISL_17456869	2018-03-06	2019-09-06	South America / Brazil / Mato Grosso
EPI_ISL_17456870	2018-03-06	2019-09-06	South America / Brazil / Mato Grosso
EPI_ISL_17456871	2016-04-01	2019-11-29	South America / Brazil / Bahia
EPI_ISL_17456872	2018-03-13	2019-09-06	South America / Brazil / Mato Grosso
EPI_ISL_17456873	2018-09-21	2018-11-08	South America / Brazil
EPI_ISL_17456874	2018-01-25	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456875	2018-03-06	2019-09-06	South America / Brazil / Mato Grosso
EPI_ISL_17456876	2018-03-17	2019-09-06	South America / Brazil / Mato Grosso
EPI_ISL_17456877	2018-03-23	2019-09-06	South America / Brazil / Mato Grosso
EPI_ISL_17456878	2018-03-20	2019-09-06	South America / Brazil / Mato Grosso
EPI_ISL_17456879	2016-04-05	2018-11-30	South America / Brazil / Rio de Janeiro
EPI_ISL_17456880	2016-04-27	2018-11-30	South America / Brazil / Rio de Janeiro
EPI_ISL_17456881	2016-05-02	2018-11-30	South America / Brazil / Rio de Janeiro
EPI_ISL_17456882	2018-09-21	2018-11-08	South America / Brazil
EPI_ISL_17456883	2018-03-22	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456884	2018-05-25	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456885	2021-05-06	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456886	2018-04-03	2018-11-30	South America / Brazil / Rio de Janeiro
EPI_ISL_17456887	2021-05-06	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456888	2021-04-30	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456889	2018-04-05	2018-11-30	South America / Brazil / Rio de Janeiro
EPI_ISL_17456890	2018-09-21	2018-11-08	South America / Brazil
EPI_ISL_17456891	2018-04-18	2019-09-06	South America / Brazil / Mato Grosso
EPI_ISL_17456892	2018-03-13	2019-09-06	South America / Brazil / Mato Grosso
EPI_ISL_17456893	2018-04-26	2019-09-06	South America / Brazil / Mato Grosso
EPI_ISL_17456894	2018-03-13	2019-09-06	South America / Brazil / Mato Grosso
EPI_ISL_17456895	2018-04-06	2018-11-30	South America / Brazil / Rio de Janeiro
EPI_ISL_17456896	2018-07-05	2019-09-06	South America / Brazil / Mato Grosso
EPI_ISL_17456898	2018-04-25	2019-09-06	South America / Brazil / Mato Grosso
EPI_ISL_17456899	2016-05-06	2018-11-30	South America / Brazil / Rio de Janeiro
EPI_ISL_17456900	2018-09-26	2018-11-08	South America / Brazil
EPI_ISL_17456901	2018-09-26	2018-11-08	South America / Brazil
EPI_ISL_17456902	2018-09-26	2018-11-08	South America / Brazil
EPI_ISL_17456903	2018-09-21	2018-11-08	South America / Brazil
EPI_ISL_17456904	2018-04-06	2018-11-30	South America / Brazil / Rio de Janeiro
EPI_ISL_17456905	2016-02-19	2018-11-30	South America / Brazil / Rio de Janeiro
EPI_ISL_17456906	2021-04-19	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456907	2018-09-21	2018-11-08	South America / Brazil
EPI_ISL_17456908	2016-04-05	2018-11-30	South America / Brazil / Rio de Janeiro
EPI_ISL_17456909	2018-09-26	2018-11-08	South America / Brazil
EPI_ISL_17456910	2018-09-21	2018-11-08	South America / Brazil
EPI_ISL_17456911	2018-09-21	2018-11-08	South America / Brazil
EPI_ISL_17456912	2018-09-26	2018-11-08	South America / Brazil
EPI_ISL_17456913	2018-04-27	2019-09-06	South America / Brazil / Mato Grosso
EPI_ISL_17456914	2018-02-01	2019-09-06	South America / Brazil / Mato Grosso
EPI_ISL_17456915	2018-05-21	2019-09-06	South America / Brazil / Mato Grosso
EPI_ISL_17456920	2019-03-30	2020-11-13	South America / Brazil / Rio Grande do Norte
EPI_ISL_17456921	2019-03-30	2020-11-13	South America / Brazil / Rio Grande do Norte
EPI_ISL_17456922	2019-03-29	2020-11-13	South America / Brazil / Rio Grande do Norte
EPI_ISL_17456923	2019-03-28	2020-11-13	South America / Brazil / Rio Grande do Norte
EPI_ISL_17456924	2019-03-27	2020-11-13	South America / Brazil / Rio Grande do Norte
EPI_ISL_17456925	2019-03-28	2020-11-13	South America / Brazil / Rio Grande do Norte
EPI_ISL_17456926	2019-03-23	2020-11-13	South America / Brazil / Rio Grande do Norte
EPI_ISL_17456928	2018-03-22	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456929	2016-10-13	2019-11-29	South America / Brazil / Bahia
EPI_ISL_17456930	2018-03-06	2019-09-06	South America / Brazil / Mato Grosso
EPI_ISL_17456932	2018-04-06	2018-11-30	South America / Brazil / Rio de Janeiro
EPI_ISL_17456933	2018-04-06	2018-11-30	South America / Brazil / Rio de Janeiro
EPI_ISL_17456938	2018-02-23	2019-09-06	South America / Brazil / Mato Grosso
EPI_ISL_17456939	2019-03-23	2020-11-13	South America / Brazil / Rio Grande do Norte
EPI_ISL_17456940	2021-03-11	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456942	2017-08-23	2019-04-03	South America / Brazil / Bahia
EPI_ISL_17456943	2021-04-23	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456944	2021-04-01	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456945	2021-04-22	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456946	2021-04-22	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456947	2021-03-10	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456948	2021-04-22	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456949	2017-06-05	2019-04-03	South America / Brazil / Bahia
EPI_ISL_17456952	2021-04-10	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456953	2021-04-15	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456954	2021-04-27	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456955	2017-08-23	2019-04-03	South America / Brazil / Bahia
EPI_ISL_17456956	2017-03-17	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456957	2021-03-31	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456958	2018-01-25	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456961	2021-04-30	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456962	2018-01-25	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456963	2017-03-30	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456964	2017-03-23	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456965	2021-03-10	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456966	2017-08-30	2019-04-03	South America / Brazil / Bahia
EPI_ISL_17456967	2021-03-02	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456968	2021-01-27	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456969	2021-03-22	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456970	2017-04-03	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456971	2017-04-26	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456973	2018-02-18	2018-11-30	South America / Brazil / Rio de Janeiro
EPI_ISL_17456974	2017-03-09	2018-11-30	South America / Brazil / Rio de Janeiro
EPI_ISL_17456975	2021-05-04	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456976	2018-03-26	2018-11-30	South America / Brazil / Rio de Janeiro
EPI_ISL_17456977	2017-03-07	2018-11-30	South America / Brazil / Rio de Janeiro
EPI_ISL_17456978	2017-07-27	2019-04-03	South America / Brazil / Bahia
EPI_ISL_17456979	2016-04-19	2018-11-30	South America / Brazil / Rio de Janeiro
EPI_ISL_17456980	2018-03-28	2018-11-30	South America / Brazil / Rio de Janeiro
EPI_ISL_17456981	2016-05-10	2018-11-30	South America / Brazil / Rio de Janeiro
EPI_ISL_17456982	2018-03-27	2018-11-30	South America / Brazil / Rio de Janeiro
EPI_ISL_17456983	2018-04-04	2018-11-30	South America / Brazil / Rio de Janeiro
EPI_ISL_17456984	2018-04-03	2018-11-30	South America / Brazil / Rio de Janeiro
EPI_ISL_17456985	2018-04-05	2018-11-30	South America / Brazil / Rio de Janeiro
EPI_ISL_17456986	2018-03-28	2018-11-30	South America / Brazil / Rio de Janeiro
EPI_ISL_17456989	2021-04-22	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456990	2017-01-02	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456991	2017-05-26	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456992	2017-08-30	2019-04-03	South America / Brazil / Bahia
EPI_ISL_17456993	2017-08-16	2019-04-03	South America / Brazil / Bahia
EPI_ISL_17456994	2017-06-22	2019-04-03	South America / Brazil / Bahia
EPI_ISL_17456996	2021-03-12	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17456997	2021-03-12	2022-03-15	South America / Brazil / Minas Gerais
EPI_ISL_17457005	2017-08-23	2019-04-03	South America / Brazil / Bahia
EPI_ISL_17458325	2021-01-28	2021-12-17	South America / Brazil / Sao Paulo
EPI_ISL_17458326	2020-09-05	2021-12-17	South America / Brazil / Sao Paulo
EPI_ISL_17458327	2021-03-25	2021-12-17	South America / Brazil / Sao Paulo
EPI_ISL_17458328	2021-03-23	2021-12-17	South America / Brazil / Sao Paulo
EPI_ISL_17458329	2021-01-15	2021-12-17	South America / Brazil / Sao Paulo / Santos
EPI_ISL_17458330	2021-02-21	2021-12-17	South America / Brazil / Sao Paulo / Sao Vicente
EPI_ISL_17458331	2021-03-09	2021-12-17	South America / Brazil / Sao Paulo / Guaruja
EPI_ISL_17458332	2021-02-13	2021-12-17	South America / Brazil / Sao Paulo / Guaruja
EPI_ISL_17458333	2021-05-11	2021-12-17	South America / Brazil / Sao Paulo / Peruibe
EPI_ISL_17458334	2021-04-04	2021-12-17	South America / Brazil / Sao Paulo / Santos
EPI_ISL_17458335	2021-02-02	2021-12-17	South America / Brazil / Sao Paulo / Santos
EPI_ISL_17458336	2021-02-09	2021-12-17	South America / Brazil / Sao Paulo / Sao Vicente
EPI_ISL_17458337	2021-05-05	2021-12-17	South America / Brazil / Sao Paulo / Guaruja
EPI_ISL_17458338	2021-05-12	2021-12-17	South America / Brazil / Sao Paulo / Santos
EPI_ISL_17458339	2021-04-27	2021-12-17	South America / Brazil / Sao Paulo / Santos
EPI_ISL_17458340	2021-04-06	2021-12-17	South America / Brazil / Sao Paulo / Guaruja
EPI_ISL_17458341	2021-01-28	2021-12-17	South America / Brazil / Sao Paulo / Santos
EPI_ISL_17458342	2021-02-13	2021-12-17	South America / Brazil / Sao Paulo / Sao Vicente
EPI_ISL_17458343	2021-02-09	2021-12-17	South America / Brazil / Sao Paulo / Santos
EPI_ISL_17458344	2021-01-07	2021-12-17	South America / Brazil / Sao Paulo / Guaruja
EPI_ISL_17458345	2021-05-05	2021-12-17	South America / Brazil / Sao Paulo / Guaruja
EPI_ISL_17458346	2021-02-25	2021-12-17	South America / Brazil / Sao Paulo / Sao Vicente
EPI_ISL_17458347	2021-02-20	2021-12-17	South America / Brazil / Sao Paulo / Sao Vicente
EPI_ISL_17458348	2021-02-14	2021-12-17	South America / Brazil / Sao Paulo / Sao Vicente
EPI_ISL_17458349	2021-02-09	2021-12-17	South America / Brazil / Sao Paulo / Santos
EPI_ISL_17458350	2021-02-08	2021-12-17	South America / Brazil / Sao Paulo / Cubatao
EPI_ISL_17458351	2021-01-16	2021-12-17	South America / Brazil / Sao Paulo / Sao Vicente
EPI_ISL_17458352	2020-12-17	2021-12-17	South America / Brazil / Sao Paulo / Guaruja
EPI_ISL_17458353	2020-12-26	2021-12-17	South America / Brazil / Sao Paulo / Santos
EPI_ISL_17458354	2021-01-28	2021-12-17	South America / Brazil / Sao Paulo / Guaruja
EPI_ISL_17458355	2021-04-29	2021-12-17	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_17458356	2020-11-20	2021-12-17	South America / Brazil / Sao Paulo / Santos
EPI_ISL_17458357	2021-05-06	2021-12-17	South America / Brazil / Sao Paulo / Santos
EPI_ISL_17458358	2021-02-02	2021-12-17	South America / Brazil / Sao Paulo / Santos
EPI_ISL_17458359	2021-02-18	2021-12-17	South America / Brazil / Sao Paulo / Santos
EPI_ISL_17458360	2021-02-22	2021-12-17	South America / Brazil / Sao Paulo / Guaruja
EPI_ISL_17458361	2021-01-23	2021-12-17	South America / Brazil / Sao Paulo / Sao Vicente
EPI_ISL_17458362	2021-02-01	2021-12-17	South America / Brazil / Sao Paulo / Santos
EPI_ISL_17458363	2021-02-25	2021-12-17	South America / Brazil / Sao Paulo / Sao Vicente
EPI_ISL_17458364	2021-02-22	2021-12-17	South America / Brazil / Sao Paulo / Sao Vicente
EPI_ISL_17458365	2021-04-16	2021-12-17	South America / Brazil / Sao Paulo / Guaruja
EPI_ISL_17458366	2021-01-06	2021-12-17	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_17458367	2021-01-31	2021-12-17	South America / Brazil / Sao Paulo / Santos
EPI_ISL_17458368	2021-02-16	2021-12-17	South America / Brazil / Sao Paulo / Guaruja
EPI_ISL_17458369	2021-02-25	2021-12-17	South America / Brazil / Sao Paulo / Sao Vicente
EPI_ISL_17458370	2021-02-13	2021-12-17	South America / Brazil / Sao Paulo / Guaruja
EPI_ISL_17458371	2021-03-05	2021-12-17	South America / Brazil / Sao Paulo / Guaruja
EPI_ISL_17458372	2021-03-15	2021-12-17	South America / Brazil / Sao Paulo / Bertioga
EPI_ISL_17458373	2021-04-13	2021-12-17	South America / Brazil / Sao Paulo / Peruibe
EPI_ISL_17458374	2021-03-22	2021-12-17	South America / Brazil / Sao Paulo / Bertioga
EPI_ISL_17458375	2021-02-02	2021-12-17	South America / Brazil / Sao Paulo / Santos
EPI_ISL_17458376	2021-01-07	2021-12-17	South America / Brazil / Sao Paulo / Guaruja
EPI_ISL_17458377	2021-01-31	2021-12-17	South America / Brazil
EPI_ISL_17458379	2016-03-16	2016-11-10	South America / Brazil / Rio de Janeiro
EPI_ISL_17458380	2016-03-16	2016-11-10	South America / Brazil / Rio de Janeiro
EPI_ISL_17458895	2015-06-14	2017-01-04	South America / Brazil
EPI_ISL_17458913	2018-02-28	2021-10-17	South America / Brazil
EPI_ISL_17458914	2018-05-30	2021-10-15	South America / Brazil
EPI_ISL_17458915	2018-12-31	2021-08-03	South America / Brazil
EPI_ISL_17458916	2018-03-31	2021-10-15	South America / Brazil
EPI_ISL_17458917	2018-12-31	2021-08-03	South America / Brazil
EPI_ISL_17458918	2018-02-28	2021-10-16	South America / Brazil
EPI_ISL_17458919	2018-02-28	2021-10-17	South America / Brazil
EPI_ISL_17459187	2016-03-03	2016-05-09	South America / Brazil / Pernambuco
EPI_ISL_17460310	2018-03-20	2022-01-03	South America / Brazil
EPI_ISL_17460313	2018-06-06	2022-01-03	South America / Brazil
EPI_ISL_17460315	2018-03-26	2022-01-03	South America / Brazil
EPI_ISL_17460319	2018-06-07	2022-01-03	South America / Brazil
EPI_ISL_17460321	2016-02-25	2018-02-01	South America / Brazil / Pernambuco
EPI_ISL_17460324	2018-03-19	2022-01-03	South America / Brazil
EPI_ISL_17460325	2018-06-05	2022-01-03	South America / Brazil
EPI_ISL_17460326	2018-06-07	2022-01-03	South America / Brazil
EPI_ISL_17460327	2018-06-06	2022-01-03	South America / Brazil
EPI_ISL_17460329	2016-08-22	2017-12-06	South America / Brazil / Rio de Janeiro
EPI_ISL_17460332	2016-12-12	2017-12-06	South America / Brazil / Rio de Janeiro
EPI_ISL_17460333	2017-03-24	2017-12-06	South America / Brazil / Rio de Janeiro
EPI_ISL_17460337	2016-05-05	2017-12-06	South America / Brazil / Rio de Janeiro
EPI_ISL_17460338	2016-07-28	2017-12-06	South America / Brazil / Rio de Janeiro
EPI_ISL_17460339	2017-03-16	2017-12-06	South America / Brazil / Rio de Janeiro
EPI_ISL_17460346	2016-04-06	2022-01-03	South America / Brazil
EPI_ISL_17460348	2016-04-29	2022-01-03	South America / Brazil
EPI_ISL_17460350	2016-02-22	2018-02-01	South America / Brazil / Pernambuco
EPI_ISL_17460351	2016-02-15	2018-02-01	South America / Brazil / Pernambuco
EPI_ISL_17460352	2016-02-19	2018-02-01	South America / Brazil
EPI_ISL_17460353	2016-02-15	2018-02-01	South America / Brazil / Pernambuco
EPI_ISL_17460354	2016-02-18	2018-02-01	South America / Brazil / Pernambuco
EPI_ISL_17460356	2016-02-04	2018-02-01	South America / Brazil / Pernambuco
EPI_ISL_17460357	2016-10-03	2018-11-09	South America / Brazil / Bahia
EPI_ISL_17460358	2016-10-03	2018-11-09	South America / Brazil / Bahia
EPI_ISL_17460359	2016-10-10	2018-11-09	South America / Brazil / Bahia
EPI_ISL_17460360	2016-10-10	2018-11-09	South America / Brazil / Bahia
EPI_ISL_17460361	2016-10-10	2018-11-09	South America / Brazil / Bahia
EPI_ISL_17460363	2019-07-31	2020-08-26	South America / Brazil / Rio de Janeiro
EPI_ISL_17460372	2019-08-14	2020-08-26	South America / Brazil / Rio de Janeiro
EPI_ISL_17460375	2019-07-07	2020-08-26	South America / Brazil / Rio de Janeiro
EPI_ISL_17460376	2019-05-28	2020-08-26	South America / Brazil / Rio de Janeiro
EPI_ISL_17460382	2019-05-11	2020-08-26	South America / Brazil / Rio de Janeiro
EPI_ISL_17460383	2019-07-01	2020-08-26	South America / Brazil / Rio de Janeiro
EPI_ISL_17460385	2019-07-02	2020-08-26	South America / Brazil / Rio de Janeiro
EPI_ISL_17460387	2019-02-18	2020-08-26	South America / Brazil / Rio de Janeiro
EPI_ISL_17460388	2019-01-28	2020-08-26	South America / Brazil / Rio de Janeiro
EPI_ISL_17460389	2019-01-21	2020-08-26	South America / Brazil / Rio de Janeiro
EPI_ISL_17460391	2019-06-13	2020-08-26	South America / Brazil / Rio de Janeiro
EPI_ISL_17460402	2019-06-07	2020-08-26	South America / Brazil / Rio de Janeiro
EPI_ISL_17460403	2019-04-17	2020-08-26	South America / Brazil / Rio de Janeiro
EPI_ISL_17460404	2019-05-08	2020-08-26	South America / Brazil / Rio de Janeiro
EPI_ISL_17460410	2019-02-05	2020-08-26	South America / Brazil / Rio de Janeiro
EPI_ISL_17460411	2019-06-19	2020-08-26	South America / Brazil / Rio de Janeiro
EPI_ISL_17460412	2019-03-15	2020-08-26	South America / Brazil / Rio de Janeiro
EPI_ISL_17460413	2019-04-17	2020-08-26	South America / Brazil / Rio de Janeiro
EPI_ISL_17460414	2019-04-18	2020-08-26	South America / Brazil / Rio de Janeiro
EPI_ISL_17460415	2019-04-22	2020-08-26	South America / Brazil / Rio de Janeiro
EPI_ISL_17460416	2019-05-06	2020-08-26	South America / Brazil / Rio de Janeiro
EPI_ISL_17460417	2019-05-06	2020-08-26	South America / Brazil / Rio de Janeiro
EPI_ISL_17460418	2019-03-08	2020-08-26	South America / Brazil / Rio de Janeiro
EPI_ISL_17461124	2017-05-08	2021-04-19	South America / Brazil
EPI_ISL_17461125	2017-05-03	2021-04-19	South America / Brazil
